source_row_id,county_norm,precinct,target_match_norm,match_method,match_score,score_margin
1493,MACON,OLD PRAIRIE FARM SCHOOL,OLD PRAIRIE FARM SCHOOL,exact,100.0,100.0
1494,MACON,SOJOURNER COMMUNITY CENTER,SOJOURNER COMMUNITY CENTR,fuzzy,98.0392156862745,24.56982793117247
1495,MACON,FRANKLIN TOWN HALL,FRANKLIN TOWN HALL,exact,100.0,100.0
1496,MACON,DISTRICT 4 COMMUNITY CENTER,DISTR 4 COMMUNITY CENTR,fuzzy,92.0,6.5
1497,MACON,NOTASULGA TOWN HALL,NOTASULGA TOWN HALL,exact,100.0,100.0
1498,MACON,DISTRICT 4 RECREATION,DISTR 4 RECREATION,fuzzy,92.3076923076923,6.807692307692307
1499,MACON,ABSENTEE,,non_geographic,100.0,100.0
1500,MACON,PROVISIONAL,,non_geographic,100.0,100.0
1501,MADISON,A & M UNIVERSITY NEW GYM,A AND M UNIVERSITY NEW GYM,exact,100.0,100.0
1502,MADISON,CHARLES STONE AG. CENTER,CHARLES STONE AG CENTER,exact,100.0,100.0
1503,MADISON,JACKSON WAY BAPTIST,JACKSON WAY BAPTIST,exact,100.0,100.0
1504,MADISON,1ST BAPTIST CHURCH,FIRST BAPTIST CHURCH,exact,100.0,100.0
1505,MADISON,OPTIMIST PARK REC.,OPTIMIST PARK RECREATION,exact,100.0,100.0
1506,MADISON,NORTHEAST HUNTSVILLE,NORTHEAST HUNTSVILLE,exact,100.0,100.0
1507,MADISON,A & M AGRIBITION,,unmatched,54.54545454545454,5.6883116883116855
1508,MADISON,MOUNTAINVIEW BAPTIST,MOUNTAINVIEW BAPTIST,exact,100.0,100.0
1509,MADISON,UAH SPRAGINS HALL,,unmatched,51.81818181818182,2.7272727272727337
1510,MADISON,MONTE SANO FIRE STATION 2,MONTE SANO FIRE STATION,exact,100.0,100.0
1511,MADISON,COVE UNITED METHODIST CH.,COVE UNITED METHODIST CHURCH,exact,100.0,100.0
1512,MADISON,HAMPTON COVE CHURCH,HAMPTON COVE CHURCH,exact,100.0,100.0
1513,MADISON,COVENANT PRESBYTERIAN CHURCH,COVENANT PRESBYTERIAN CHURCH,exact,100.0,100.0
1514,MADISON,SOUTHWOOD PRESBYTERIAN,SOUTHWOOD PRESBYTERIAN,exact,100.0,100.0
1515,MADISON,WILLOWBROOK BAPTIST,WILLOWBROOK BAPTIST,exact,100.0,100.0
1516,MADISON,WESTSIDE NEIGHBORHOOD CENTER,WESTSIDE NEIGHBORHOOD CENTER,exact,100.0,100.0
1517,MADISON,TRINITY UNITED METHODIST,TRINITY UNITED METHODIST,exact,100.0,100.0
1518,MADISON,WHITESBURG CENTER,WHITESBURG CENTER,exact,100.0,100.0
1519,MADISON,WEATHERYLY HGTS BAPTIST,WEATHERLY HGTS BAPTIST,fuzzy,97.77777777777777,32.56038647342994
1520,MADISON,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,exact,100.0,100.0
1521,MADISON,THE DWELLING PLACE,THE DWELLING PLACE,exact,100.0,100.0
1522,MADISON,HILLWOOD BAPTIST CHURCH,HILLWOOD BAPTIST CHURCH,exact,100.0,100.0
1523,MADISON,AIRPORT ROAD FIRE STATION 6,,unmatched,68.0,2.857142857142861
1524,MADISON,COMMUNITY FELLOWS,,unmatched,91.89189189189189,26.12266112266113
1525,MADISON,OAKWOOD UNIVERSITY CHURCH,OAKWOOD UNIVERSITY CHURCH,exact,100.0,100.0
1526,MADISON,MADISON COUNTY NATURE TRAIL,MADISON COUNTY NATURE TRAIL,exact,100.0,100.0
1527,MADISON,FIRE & RESCUE,,unmatched,90.0,4.5
1528,MADISON,FIRST MISSIONARY BAPTIST,FIRST MISSIONARY BAPTIST,exact,100.0,100.0
1529,MADISON,DR. RICHARD SHOWERS CENTER,DR RICHARD SHOWERS CENTER,exact,100.0,100.0
1530,MADISON,NEW SHILOH CHURCH,NEW SHILOH CHURCH,exact,100.0,100.0
1531,MADISON,JOHNSON HIGH SCHOOL,JOHNSON HIGH SCHOOL,exact,100.0,100.0
1532,MADISON,CAVALRY FRIENDSHIP CENTER,CAVALRY FRIENDSHIP CENTER,exact,100.0,100.0
1533,MADISON,LEWIS CHAPEL C.P. CHURCH,LEWIS CHAPEL C P CHURCH,exact,100.0,100.0
1534,MADISON,PLEASANT SPRINGS BAPTIST,PLEASANT SPRINGS BAPTIST,exact,100.0,100.0
1535,MADISON,LAKEWOOD COMMUNITY CENTER,LAKEWOOD COMMUNITY CENTER,exact,100.0,100.0
1536,MADISON,WEST HUNTSVILLE BAPTIST,WEST HUNTSVILLE BAPTIST,exact,100.0,100.0
1537,MADISON,SENIOR CENTER,,unmatched,85.5,0.0
1538,MADISON,ALL NATIONS CHURCH,ALL NATIONS CHURCH,exact,100.0,100.0
1539,MADISON,ST. LUKE MISSIONARY BAPTIST,SAINT LUKE MISSIONARY BAPTIST,exact,100.0,100.0
1540,MADISON,GRACE UNITED METHODIST,GRACE UNITED METHODIST,exact,100.0,100.0
1541,MADISON,J E WILLIAMS ELEMENTARY,,unmatched,45.0,1.0975609756097597
1542,MADISON,SHERWOOD BAPTIST CHURCH,SHERWOOD BAPTIST CHURCH,exact,100.0,100.0
1543,MADISON,NEW MARKET FIRE STATION,NEW MARKET FIRE STATION,exact,100.0,100.0
1544,MADISON,MAYSVILLE CHURCH OF CHRIST,MAYSVILLE CHURCH OF CHRIST,exact,100.0,100.0
1545,MADISON,LITTLE INDIAN CREEK CHURCH,LITTLE INDIAN CREEK CHURCH,exact,100.0,100.0
1546,MADISON,WHITESBURG BOAT HARBOR,,unmatched,70.37037037037037,21.721721721721714
1547,MADISON,TRIANA CITY HALL,TRIANA CITY HALL,exact,100.0,100.0
1548,MADISON,RIVERTREE CHURCH,RIVERTREE CHURCH,exact,100.0,100.0
1549,MADISON,GURLEY CITY HALL,GURLEY CITY HALL,exact,100.0,100.0
1550,MADISON,MADISON MISSION 7 DAY ADV,MADISON MISSION 7 DAY ADV,exact,100.0,100.0
1551,MADISON,PINEVIEW BAPTIST CHURCH,PINEVIEW BAPTIST CHURCH,exact,100.0,100.0
1552,MADISON,TONEY UNITED METHODIST,TONEY UNITED METHODIST,exact,100.0,100.0
1553,MADISON,MARY KELLY JOHNSTON GYM,MARY KELLY JOHNSTON GYM,exact,100.0,100.0
1554,MADISON,PLAINVIEW CHURCH OF CHRIST,PLAINVIEW CHURCH OF CHRIST,exact,100.0,100.0
1555,MADISON,NEW HOPE CITY HALL,NEW HOPE CITY HALL,exact,100.0,100.0
1556,MADISON,MADISON CHURCH OF CHRIST,MADISON CHURCH OF CHRIST,exact,100.0,100.0
1557,MADISON,FIRST CHURCH OF GOD MADISON,FIRST CHURH OF GOD MADISON,fuzzy,98.11320754716981,12.613207547169807
1558,MADISON,MADISON CITY HALL,MADISON CITY HALL,exact,100.0,100.0
1559,MADISON,LOCUST GROVE BAPTIST,LOCUST GROVE BAPTIST,exact,100.0,100.0
1560,MADISON,PLEVNA NEW MARKET FIRE,PLEVNA NEW MARKET FIRE,exact,100.0,100.0
1561,MADISON,OWENS CROSS ROADS CITY HALL,OWENS CROSS RDS CITY HALL,fuzzy,96.15384615384616,10.65384615384616
1562,MADISON,FIRST BAPT. MERIDANVILLE,FIRST BAPTIST MERIDANVILLE,exact,100.0,100.0
1563,MADISON,BROWNSBORO BAPTIST CHURCH,BROWNSBORO BAPTIST CHURCH,exact,100.0,100.0
1564,MADISON,MONROVIA CHURCH OF CHRIST,MONROVIA CHURCH OF CHRIST,exact,100.0,100.0
1565,MADISON,COUNTY COMMISSION DISTRICT 1,,unmatched,91.66666666666666,34.30817610062892
1566,MADISON,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,exact,100.0,100.0
1567,MADISON,MERIDANVILLE CHURCH OF CHRIST,MERIDANVILLE CHURCH OF CHRIST,exact,100.0,100.0
1568,MADISON,MT. ZION BAPTIST CHURCH,MOUNT ZION BAPTIST CHURCH,exact,100.0,100.0
1569,MADISON,HAROLD HARBIN GYM,HAROLD HARBIN GYM,exact,100.0,100.0
1570,MADISON,FAITH LUTHERAN,FAITH LUTHERAN,exact,100.0,100.0
1571,MADISON,MADISON BAPTIST CHURCH,MADISON BAPTIST CHURCH,exact,100.0,100.0
1572,MADISON,ST. JOHNS CATHOLIC CHURCH,SAINT JOHNS CATHOLIC CHURCH,exact,100.0,100.0
1573,MADISON,RESTORATION CHURCH,RESTORATION CHURCH,exact,100.0,100.0
1574,MADISON,MONROVIA COMMUNITY CENTER,MONROVIA COMMUNITY CENTER,exact,100.0,100.0
1575,MADISON,HARVEST BAPTIST CHURCH,HARVEST BAPTIST CHURCH,exact,100.0,100.0
1576,MADISON,ABSENTEE,,non_geographic,100.0,100.0
1577,MADISON,PROVISIONAL,,non_geographic,100.0,100.0
1578,MARENGO,DEMOPOLIS CIVIC CENTER,DEMOPOLIS CIVIC CENTER,exact,100.0,100.0
1579,MARENGO,DEMOPOLIS NAT’L GUARD,DEMOPOLIS NAT L GUARD,fuzzy,97.5609756097561,35.656213704994194
1580,MARENGO,DEMOPOLIS WESTSIDE SCHOOL,DEMOPOLIS WESTSIDE SCHOOL,exact,100.0,100.0
1581,MARENGO,DEMOPOLIS HIGH SCHOOL,DEMOPOLIS HIGH SCHOOL,exact,100.0,100.0
1582,MARENGO,VFW/HWY. 43,VFW HWY 43,exact,100.0,100.0
1583,MARENGO,FAUNSDALE TOWN OFFICE,FAUNSDALE TOWN OFFICE,exact,100.0,100.0
1584,MARENGO,CORNERSTONE CHURCH,,unmatched,85.5,38.13157894736842
1585,MARENGO,RANGELINE VOTING BOOTH,RANGELINE VOTING BOOTH,exact,100.0,100.0
1586,MARENGO,THOMASTON LUNCH ROOM,THOMASTON LUNCH ROOM,exact,100.0,100.0
1587,MARENGO,MCKINLEY TAYLOR COMM. CTR,,unmatched,74.57627118644068,0.42992972302604926
1588,MARENGO,FLATWOODS COMM. CENTER,FLATWOODS COMMUNITY CENTER,exact,100.0,100.0
1589,MARENGO,MAGNOLIA COMM. CENTER,MAGNOLIA COMMUNITY CENTER,exact,100.0,100.0
1590,MARENGO,SURGINER COMM. CENTER,SURGINER COMMUNITY CENTER,exact,100.0,100.0
1591,MARENGO,DIXONS MILLS VOL. FIRE,DIXONS MILLS VOLUNTEER FIRE,exact,100.0,100.0
1592,MARENGO,JEFFERSON VOL FIRE DEPT,JEFFERSON VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
1593,MARENGO,LINDEN OLD COURTHOUSE,LINDEN OLD COURTHOUSE,exact,100.0,100.0
1594,MARENGO,SWEET WATER TOWN OFFICE,SWEET WATER TOWN OFFICE,exact,100.0,100.0
1595,MARENGO,HOBOKEN VOTING BOOTH,,unmatched,73.54838709677419,2.1198156682027616
1596,MARENGO,PUTNAN VOTING BOOTH,PUTNAM VOTING BOOTH,fuzzy,94.73684210526316,21.188455008488972
1597,MARENGO,NANAFALIA COMM. CENTER,NANAFALIA COMMUNITY CENTER,exact,100.0,100.0
1598,MARENGO,AIMWELL VOTING BOOTH,AIMWELL VOTING BOOTH,exact,100.0,100.0
1599,MARENGO,MYRTLEWOOD COMM. CENTER,MYRTLEWOOD COMMUNITY CENTER,exact,100.0,100.0
1600,MARENGO,ABSENTEE,,non_geographic,100.0,100.0
1601,MARENGO,PROVISIONAL,,non_geographic,100.0,100.0
1602,MARION,ET SIMS JR. BUILDING,ET SIMS JR BUILDING,exact,100.0,100.0
1603,MARION,RYE BYRD VOL. FIRE DEPT.,RYE BYRD VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
1604,MARION,KEMP PLEASANT SITE CHURCH,KEMP PLEASANT SITE CHURCH,exact,100.0,100.0
1605,MARION,BEXAR  BEHIND OLD PO.,,unmatched,86.85714285714286,40.70329670329671
1606,MARION,SHOTTSVILLE FIRE DEPT.,SHOTTSVILLE FIRE DEPARTMENT,exact,100.0,100.0
1607,MARION,SHILOH COMM. BLDG.,SHILOH COMMUNITY BUILDING,exact,100.0,100.0
1608,MARION,HACKLEBURG CITY HALL,HACKLEBURG CITY HALL,exact,100.0,100.0
1609,MARION,BEAR CREEK CITY HALL,BEAR CREEK CITY HALL,exact,100.0,100.0
1610,MARION,KIMBROUGH CRAFT COMM NORTH,,unmatched,84.82142857142857,0.0
1611,MARION,KIMBROUGH CRAFT COMM SOUTH,,unmatched,84.82142857142857,0.0
1612,MARION,HOWELL SULLINS CHURCH,HOWELL SULLINS CHURCH,exact,100.0,100.0
1613,MARION,PEARCES MILL PEA RIDGE FD,PEARCES MILL PEA RIDGE FIRE DEPARTMENT,exact,100.0,100.0
1614,MARION,CLARK BLDG OFF 129,CLARK BUILDING OFF 129,exact,100.0,100.0
1615,MARION,BACCUS UNION HALL,BACCUS UNION HALL,exact,100.0,100.0
1616,MARION,WINFIELD COMM. CENTER,WINFIELD COMMUNITY CENTER,exact,100.0,100.0
1617,MARION,GUIN CITY HALL,GUIN CITY HALL,exact,100.0,100.0
1618,MARION,PIKEVILLE TRAILER,PIKEVILLE TRAILER,exact,100.0,100.0
1619,MARION,BARNSVILLE TRAILER HWY 11,BARNSVILLE TRAILER HWY 11,exact,100.0,100.0
1620,MARION,BRILLIANT COMM. CENTER,BRILLIANT COMMUNITY CENTER,exact,100.0,100.0
1621,MARION,WIGINTON COMM BLDG HWY 53,WIGINTON COMMUNITY BUILDING HWY 53,exact,100.0,100.0
1622,MARION,ABSENTEE,,non_geographic,100.0,100.0
1623,MARION,PROVISIONAL,,non_geographic,100.0,100.0
1624,MARSHALL,GUNTERSVILLE REC. CTR.,GUNTERSVILLE RECREATION CENTER,exact,100.0,100.0
1625,MARSHALL,SIMS COMMUNITY CTR.,SIMS COMMUNITY CENTER,exact,100.0,100.0
1626,MARSHALL,BIG SPRINGS M & S CONS.,,unmatched,52.77777777777778,9.29951690821256
1627,MARSHALL,ALBERTVILLE REC. CENTER.,ALBERTVILLE RECREATION CENTER,exact,100.0,100.0
1628,MARSHALL,ALBERTVILLE REC. CENTER,ALBERTVILLE RECREATION CENTER,exact,100.0,100.0
1629,MARSHALL,1ST BAPTIST CHURCH,FIRST BAPTIST CHURCH,exact,100.0,100.0
1630,MARSHALL,DISTRICT 4 COUNTY SHOP,DISTRICT 4 COUNTY SHOP,exact,100.0,100.0
1631,MARSHALL,WAKEFIELD VFD,WAKEFIELD VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
1632,MARSHALL,HENRYVILLE METHODIST,HENRYVILLE METHODIST,exact,100.0,100.0
1633,MARSHALL,BOSHART WATERFRONT VFD,,unmatched,85.5,0.0
1634,MARSHALL,KENNAMER/PISGAH BAPTIST,,unmatched,55.416666666666664,2.393410852713181
1635,MARSHALL,HONEYCOMB BAPTIST,HONEYCOMB BAPTIST,exact,100.0,100.0
1636,MARSHALL,HEBRON COMM. CTR.,HEBRON COMMUNITY CENTER,exact,100.0,100.0
1637,MARSHALL,MIDWAY COMMUNITY CENTER,MIDWAY COMMUNITY CENTER,exact,100.0,100.0
1638,MARSHALL,ROCK SPRINGS CHURCH,,unmatched,85.5,23.96153846153846
1639,MARSHALL,WARRENTON COMM. CTR.,WARRENTON COMMUNITY CENTER,exact,100.0,100.0
1640,MARSHALL,MT. HEBRON FIRE DEPT.,MOUNT HEBRON FIRE DEPARTMENT,exact,100.0,100.0
1641,MARSHALL,FRIENDSHIP PINE GROVE SCH,FRIENDSHIP PINE GROVE SCHOOL,exact,100.0,100.0
1642,MARSHALL,MARTLING FRIENDSHIP CTR.,,unmatched,56.29629629629629,0.9116809116809037
1643,MARSHALL,CHILDRESS FARM,,unmatched,45.0,0.0
1644,MARSHALL,THOMPSON ASBURY VFD,,unmatched,85.5,6.333333333333343
1645,MARSHALL,BUCKSNORT COMMUNITY CTR.,BUCKSNORT COMMUNITY CENTER,exact,100.0,100.0
1646,MARSHALL,BOAZ RECREATION CENTER,BOAZ RECREATION CENTER,exact,100.0,100.0
1647,MARSHALL,CRANFORD RUTH VFD,CRANFORD RUTH VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
1648,MARSHALL,DOUGLAS CITY HALL,,unmatched,82.35294117647058,7.35294117647058
1649,MARSHALL,NIXON CHAPEL VFD,,unmatched,85.5,6.047945205479451
1650,MARSHALL,LIBERTY HILL CHURCH,,unmatched,90.0,28.46153846153846
1651,MARSHALL,SWEARENGIN COMMUNITY CTR.,SWEARENGIN COMMUNITY CENTER,exact,100.0,100.0
1652,MARSHALL,ALDER SPRINGS COMM. CTR.,ALDER SPRINGS COMMUNITY CENTER,exact,100.0,100.0
1653,MARSHALL,GRASSY SCHOOL,,unmatched,85.5,35.5
1654,MARSHALL,ARAB COMMUNITY CENTER,ARAB COMMUNITY CENTER,exact,100.0,100.0
1655,MARSHALL,ARAB RECREATION CENTER,ARAB RECREATION CENTER,exact,100.0,100.0
1656,MARSHALL,UNION GROVE MASONIC HALL,UNION GROVE MASONIC HALL,exact,100.0,100.0
1657,MARSHALL,LATTIWOOD COMMUNITY CTR.,LATTIWOOD COMMUNITY CENTER,exact,100.0,100.0
1658,MARSHALL,GEORGIA MOUNTAIN COMM CTR,,unmatched,85.5,0.0
1659,MARSHALL,GRANT CITY HALL,GRANT CITY HALL,exact,100.0,100.0
1660,MARSHALL,NORTH MARSHALL UTILITIES,NORTH MARSHALL UTILITIES,exact,100.0,100.0
1661,MARSHALL,MARSHALL COUNTY GAS DIST.,,unmatched,59.375,1.548913043478258
1662,MARSHALL,ABSENTEE,,non_geographic,100.0,100.0
1663,MARSHALL,PROVISIONAL,,non_geographic,100.0,100.0
1664,MOBILE,MT. VERNON COMM. CTR,MOUNT VERNON COMMUNITY CENTER,exact,100.0,100.0
1665,MOBILE,MT. VERNON CIVIC CTR.,MOUNT VERNON CIVIC CENTER,exact,100.0,100.0
1666,MOBILE,OLD CITRONELLE SR. CTR,,unmatched,78.78048780487804,14.629544408651611
1667,MOBILE,FELLOWSHIP BAPTIST,FELLOWSHIP BAPTIST,exact,100.0,100.0
1668,MOBILE,CHUNCHULA BAPTIST CHURCH,CHUNCHULA BAPTIST CHURCH,exact,100.0,100.0
1669,MOBILE,TURNERVILLE COMM. CTR,TURNERVILLE COMMUNITY CENTER,exact,100.0,100.0
1670,MOBILE,CREOLA SENIOR CENTER,,unmatched,85.5,0.0
1671,MOBILE,GEORGETOWN BAPTIST CHURCH,GEORGETOWN BAPTIST CHURCH,exact,100.0,100.0
1672,MOBILE,FBC WILMER GYM,,unmatched,85.5,40.5
1673,MOBILE,HAVENWOOD BAPTIST CHURCH,HAVENWOOD BAPTIST CHURCH,exact,100.0,100.0
1674,MOBILE,COLLEGE PARK BAPT CHURCH,,unmatched,85.5,0.0
1675,MOBILE,KALI OKA CIVIC CLUB,,unmatched,55.00000000000001,7.631578947368425
1676,MOBILE,HOWARD BLACKWELL LODGE,,unmatched,41.860465116279066,1.434933201385455
1677,MOBILE,SATSUMA CITY HALL,,unmatched,85.5,28.35714285714286
1678,MOBILE,SHELTON BCH RD BAPTIST,SHELTON BCH RD BAPTIST,exact,100.0,100.0
1679,MOBILE,SARALAND CIVIC CENTER,SARALAND CIVIC CENTER,exact,100.0,100.0
1680,MOBILE,FIRST BAPTIST CHURCH OF CHICKASAW,,unmatched,85.5,0.0
1681,MOBILE,WHISTLER UNITED METHODIST,,unmatched,65.38461538461539,0.07849293563579351
1682,MOBILE,MT SINAI MISS BAPTIST,,unmatched,66.75675675675676,3.4234234234234364
1683,MOBILE,COLLINS-RHODES ELEMENTARY #1,COLLINS RHODES ELEMENTARY,exact,100.0,100.0
1684,MOBILE,COLLINS-RHODES ELEMENTARY #2,COLLINS RHODES ELEMENTARY,exact,100.0,100.0
1685,MOBILE,INDIAN SPRINGS BAPTIST,INDIAN SPRINGS BAPTIST CHURCH,fuzzy,95.0,37.307692307692314
1686,MOBILE,AZALEA CITY CH CHRIST,AZALEA CITY CHURCH OF CHRIST,fuzzy,95.0,24.428571428571445
1687,MOBILE,RIVER LIFE MINISTRIES,,unmatched,63.33333333333332,9.999999999999986
1688,MOBILE,SEMMES FIRST BAPT CHURCH,SEMMES FIRST BAPTIST CHURCH,exact,100.0,100.0
1689,MOBILE,SEMMES COMM CENTER,SEMMES COMMUNITY CENTER,exact,100.0,100.0
1690,MOBILE,TANNER WMS HIST BLDG.,,unmatched,67.29166666666666,19.291666666666657
1691,MOBILE,JON ARCHER AG CENTER,,unmatched,85.5,0.0
1692,MOBILE,MOFFETT RD ASSEMBLY OF GOD,MOFFETT RD ASSMBLY OF GOD,fuzzy,98.0392156862745,50.21312872975276
1693,MOBILE,FOREST HILL ELEMENTARY,FOREST HILL ELEMENTARY SCHOOL,fuzzy,95.0,21.923076923076934
1694,MOBILE,JOSEPH DOTCH COMM CTR,JOSEPH DOTCH COMMUNITY CENTER,exact,100.0,100.0
1695,MOBILE,PRICHARD COMM CENTER,PRICHARD COMMUNITY CENTER,exact,100.0,100.0
1696,MOBILE,VIGOR HIGH SCHOOL,VIGOR HIGH SCHOOL,exact,100.0,100.0
1697,MOBILE,BISHOP ST COMM COLLEGE,BISHOP STATE COMMUNITY COLLEGE,fuzzy,93.33333333333333,28.817204301075265
1698,MOBILE,PLATEAU COMM CENTER,PLATEAU COMMUNITY CENTER,exact,100.0,100.0
1699,MOBILE,SUNLIGHT AUDITORIUM,SUNLIGHT AUDITORIUM,exact,100.0,100.0
1700,MOBILE,THOMAS SULLIVAN COMM CTR,THOMAS SULLIVAN COMMUNITY CENTER,exact,100.0,100.0
1701,MOBILE,FIGURES RECREATION CTR,FIGURES RECREATION CENTER,exact,100.0,100.0
1702,MOBILE,TOULMINVILLE  LIBRARY,TOULMINVILLE LIBRARY,exact,100.0,100.0
1703,MOBILE,CARVER CAMPUS BISHOP ST.,CARVER CAMPUS BISHOP SAINT,exact,100.0,100.0
1704,MOBILE,SPRINGHILL AVE REC CTR,,unmatched,85.5,0.0
1705,MOBILE,VIA! SENIOR CENTER,VIA SENIOR CENTER,exact,100.0,100.0
1706,MOBILE,MURPHY HIGH SCHOOL,,unmatched,85.5,0.0
1707,MOBILE,AUGUSTA EVANS SCHOOL,,unmatched,72.22222222222221,10.683760683760674
1708,MOBILE,BOYS CLUB OF MOBILE,,unmatched,85.5,15.5
1709,MOBILE,SAGE AVENUE BAPTIST CHURCH,SAGE AVE BAPTIST CHURCH,fuzzy,93.87755102040816,15.642256902761119
1710,MOBILE,ST IGNATIUS MARIAN CTR,SAINT IGNATIUS MARION CENTER,fuzzy,96.42857142857143,10.92857142857143
1711,MOBILE,E.R. DICKSON ELEMENTARY,E R DICKSON ELEMENTARY,exact,100.0,100.0
1712,MOBILE,ST JOHN UNITED METHODIST,,unmatched,63.33333333333332,4.074074074074069
1713,MOBILE,MOBILE MUSEUM OF ART,MOBILE MUSEUM OF ART,exact,100.0,100.0
1714,MOBILE,UNIVERSITY CH  CHRIST,UNIVERSITY CHURCH OF CHRIST,fuzzy,95.0,24.428571428571445
1715,MOBILE,HOLY NAME OF JESUS CATH.,,unmatched,87.5,34.47674418604652
1716,MOBILE,FRIENDSHIP MISS BAPTIST,FRIENDSHIP MISS BAPTIST CHURCH,fuzzy,95.0,11.58536585365853
1717,MOBILE,PROVIDENCE CH OF GOD,PROVIDENCE CHURCH OF GOD,exact,100.0,100.0
1718,MOBILE,HILLCREST BAPT CHURCH,HILLCREST BAPTIST CHURCH,exact,100.0,100.0
1719,MOBILE,COVENANT CHURCH,,unmatched,90.0,4.5
1720,MOBILE,SEVEN HILLS BAPTIST CHURCH,,unmatched,80.0,0.7547169811320771
1721,MOBILE,SONRISE BAPTIST CHURCH,SONRISE BAPTIST CHURCH,exact,100.0,100.0
1722,MOBILE,SEVEN HILLS FIRE STATION,,unmatched,76.0,25.01960784313726
1723,MOBILE,LIVING WORD CHURCH,LIVING WORD CHURCH,exact,100.0,100.0
1724,MOBILE,CREEKWOOD CH CHRIST,,unmatched,89.79591836734694,19.224489795918387
1725,MOBILE,OUR SAVIOR CATHOLIC CHURCH,OUR SAVIOR CATHOLIC CHURCH,exact,100.0,100.0
1726,MOBILE,THE MUG CAFE,THE MUG CAFE,exact,100.0,100.0
1727,MOBILE,CITY CHURCH OF MOBILE,CITY CHURCH OF MOBILE,exact,100.0,100.0
1728,MOBILE,APOSTOLIC CHURCH OF GOD #1,APOSTOLIC CHURCH OF GOD,exact,100.0,100.0
1729,MOBILE,APOSTOLIC CHURCH OF GOD #2,APOSTOLIC CHURCH OF GOD,exact,100.0,100.0
1730,MOBILE,PLEASANT VALLEY METHODIST,,unmatched,57.692307692307686,0.5494505494505475
1731,MOBILE,ST JOHNS CH. PARRISH HOUSE,,unmatched,85.5,0.0
1732,MOBILE,JOAN OF ARC CHURCH,,unmatched,85.5,0.0
1733,MOBILE,MOBILE CIVIC CENTER,,unmatched,85.5,0.0
1734,MOBILE,ELKS LODGE 108,,unmatched,45.0,6.4285714285714235
1735,MOBILE,ROCK OF FAITH BAPT CHURCH,ROCK OF FAITH BAPTIST CHURCH,exact,100.0,100.0
1736,MOBILE,MAE EANES SCHOOL,MAE EANES SCHOOL,exact,100.0,100.0
1737,MOBILE,EICHOLD MERTZ ELEM SCHOOL,EICHOLD MERTZ ELEMENTARY,fuzzy,95.0,9.5
1738,MOBILE,PALMER PILLANS MIDDLE SCH,PALMER PILLIANS MIDDLE SCHOOL,fuzzy,98.24561403508771,12.745614035087712
1739,MOBILE,MORNINGSIDE SCHOOL,,unmatched,85.5,0.0
1740,MOBILE,KATE SHEPARD SCHOOL,KATE SHEPARD SCHOOL,exact,100.0,100.0
1741,MOBILE,RIVERSIDE CH NAZARENE,,unmatched,76.0,13.777777777777779
1742,MOBILE,1ST INDEPENDENT METHODIST,FIRST INDEPENDANT METHODIST,fuzzy,96.2962962962963,37.472766884531595
1743,MOBILE,DODGE ELEMENTARY SCHOOL #1,DODGE ELEMENTARY,fuzzy,95.0,14.25
1744,MOBILE,DODGE ELEMENTARY SCHOOL #2,DODGE ELEMENTARY,fuzzy,95.0,14.25
1745,MOBILE,DODGE ELEMENTARY SCHOOL #3,DODGE ELEMENTARY,fuzzy,95.0,14.25
1746,MOBILE,MOBILE REG. SR. COMM. CTR,,unmatched,85.5,0.0
1747,MOBILE,TILLMANS CORNER CM CTR,,unmatched,80.0,19.056603773584904
1748,MOBILE,TRAVIS RD BAPTIST CHURCH,TRAVIS RD BAPTIST CHURCH,exact,100.0,100.0
1749,MOBILE,MEADOWLAKE ELEM SCHOOL,MEADOWLAKE ELEMENTARY,fuzzy,95.0,9.5
1750,MOBILE,UNION BAPTIST CHURCH,UNION BAPTIST CHURCH,exact,100.0,100.0
1751,MOBILE,GRAND BAY MIDDLE SCHOOL,GRAND BAY MIDDLE SCHOOL,exact,100.0,100.0
1752,MOBILE,FIRST BAPTIST OF ST. ELMO #1,,unmatched,89.41176470588236,3.911764705882362
1753,MOBILE,FIRST BAPTIST OF ST. ELMO #2,,unmatched,89.41176470588236,3.911764705882362
1754,MOBILE,CALLAHAN BOYS GIRLS CLUB,,unmatched,85.95238095238095,2.128851540616253
1755,MOBILE,CYPRESS SHORES BAPTIST,CYPRESS SHORES BAPTIST,exact,100.0,100.0
1756,MOBILE,ST ANDREWS EPISCOPAL CHURCH,,unmatched,86.20689655172413,0.7068965517241281
1757,MOBILE,HOLLINGERS ISLAND SCHOOL,,unmatched,85.5,6.719512195121965
1758,MOBILE,ST PHILLIP NERI CHURCH,,unmatched,84.61538461538461,20.46444121915819
1759,MOBILE,MT ARARAT BAPT CHURCH,MOUNT ARARAT BAPTIST CHURCH,exact,100.0,100.0
1760,MOBILE,1ST BAPT CH IRVINGTON,FIRST BAPTIST CHURCH IRVINGTON,exact,100.0,100.0
